Login,Dvojnasobek,Suda cisla,Delitele,Faktorial,Ciferny soucet,Fibonacciho posloupnost,Nejvetsi spolecny delitel,Binarni zapis,Sachovnice,Vypis prvocisel,Pascaluv trojuhelnik,Mocniny dvojky,Tajna posloupnost,Soucet,Ctverec,Trojuhelnik,Pocet delitelu,Diamant,Cik-cak,Palindrom,Presmycky,Binarni cislo,Podmnoziny,Caesarova sifra,Velke X,Transpozicni sifra,Prvni pismena,Vsechny presmicky,Frekvencni analyza,Nejdelsi slovo
 U14753, 126, 75, 48, 143, 1345, 277, 36, 1808, 680,,, 312,, 76, 3998, 335, 144, 5585, 456, 1048,, 2900,, 2659, 203,, 1504,, 1165, 4705
 U14754, 119, 208, 51, 100, 551, 107, 731, 1489, 344, 1342, 280, 435,, 310,, 282, 86, 893,, 2534,, 1174,, 343, 218, 166,,,,
 U14755, 107, 54, 52, 45, 403, 155, 529, 286, 141, 696,, 71,, 91, 381, 496, 74,, 118, 275,, 654,,, 70,, 75,,, 123
 U14756, 19, 71, 34, 45, 39, 59, 57, 81, 97, 189, 231, 15, 200, 30, 2279, 33, 58, 886, 119, 91, 165, 201, 376, 205, 164, 107, 545, 871, 390, 152
 U14757, 164, 78, 103, 55, 140, 100, 135, 518, 819, 1068, 754, 47,, 98, 307, 3613, 59,, 350, 83,,,, 391, 243,, 3727,, 1029,
 U14758, 75, 88, 100, 376, 1285, 324, 168,, 123, 1061, 422, 275,, 193, 287, 84, 168,, 131, 446,,,,, 143,, 529,, 1161, 1045
 U14759, 30, 33, 108, 85, 444, 154, 269, 859, 176, 139, 188, 107, 674, 39, 132, 38, 41, 223, 133, 154,, 856,, 312, 239, 120, 146,, 42, 399
 U14760, 160, 57, 95, 97, 1177, 773, 379,, 179,, 532, 44, 588, 94, 1286, 215, 70,, 136, 242,,,,, 1066,, 192,,, 445
 U14763, 93, 103, 114, 343, 776, 51, 712, 852, 77,, 193, 312, 759, 196, 131, 1086, 75,,, 1217,, 245,,, 67,,,,, 140
 U14764, 64, 26, 90, 55, 40, 43, 64, 295, 393, 188, 228, 49, 418, 43, 66, 92, 51, 368, 252, 60, 352, 303, 2083, 427, 90, 1155, 295, 1872, 481, 534
 U14767, 128, 34, 50, 32, 31, 70, 138, 359, 159, 317,, 39, 59, 134,, 31, 52, 184, 200, 277,, 694,, 670, 175,,,, 103,
 U14769, 41, 42, 161, 133, 132, 84, 81,, 137, 397,, 124,, 229, 1147, 245, 73,,, 443, 226, 568,,, 142,, 150,, 418, 211
 U14786, 37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14794, 46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14804, 1276, 191, 653, 368,,,,, 1708,,, 724,, 142, 269,, 185,,,,,,, 1657,,,,,,
 U14810, 153, 97, 135, 158, 1387, 685, 285,, 679, 1497,, 67,, 227, 316, 747, 118,, 1456, 1127,,,,, 321, 1418, 122,, 887, 1046
 U14811, 49, 95, 166, 42, 179, 158, 391, 223, 276,,, 145, 417, 94,, 134, 84, 341, 305, 183,, 192,, 1006, 406,, 628,,,
 U14816, 55, 49, 81, 99, 1383, 1287, 4379,, 176, 452,, 77,, 78,, 309, 188,, 805, 1336,, 1224,, 2133, 190,,,,, 3656
 U14818, 63, 75, 70, 54, 156, 252, 664,, 245, 272,, 198, 860, 63, 408, 126, 121,, 601, 253,,,,, 177,, 304,, 326, 2521
 U14820, 130, 116, 205, 169, 893, 88, 546,, 610, 311, 8279, 77,, 149, 280, 853, 98,, 3427, 338, 2226, 131,, 1076, 2228,,,,,
 U14821, 145, 137, 815, 171, 396, 318, 158,, 957, 338, 1538, 446,, 181, 589, 278, 290,, 206, 302, 809, 833,,, 816,,,,,
 U14822, 55, 43, 51, 56, 346, 116, 86, 247, 107, 1027, 550, 53, 478, 59, 177, 148, 67, 534, 229, 93, 684, 631, 794, 1503, 172, 707, 258,, 741, 305
 U14823, 44, 32, 56, 49, 651, 272, 464, 91, 524, 552, 1751, 29, 405, 40, 254, 63, 64,, 177, 160, 335, 298,, 605, 275, 1841, 440,, 742, 672
 U14824, 66, 172, 82, 159, 391, 850, 491, 326, 378,, 166, 172, 1287, 145, 541, 665, 154, 537, 285, 436,,,,, 343,, 378,, 944, 761
 U14825, 90, 57, 117, 35, 48, 145, 147, 215, 241, 719, 922, 169, 360, 17, 572, 48, 75, 683, 419, 63, 339, 360, 4398, 291, 1161, 677, 357, 2034, 158, 237
 U14826, 18,,,,,,,,,,,,,,,,,,,,, 541,,,,,,,,
 U14827, 75, 60, 109, 283, 392, 1345, 822,, 1320,,, 72,, 819, 384, 122, 1736,, 887, 498,,,,, 2812,, 369,, 503, 383
 U14850, 43, 37, 39, 34, 181, 198, 300, 282, 149, 340, 947, 24, 484, 54, 192, 99, 64, 883, 158, 43, 1921, 543, 660, 548, 141, 230, 521, 264, 216, 238
 U14851, 62, 112, 1639, 412, 392, 70, 342, 1207, 840,,, 362, 596, 141, 459, 1192, 380, 1313, 405, 817,, 345,,, 571, 284,,,, 391
 U14854, 73, 112, 108, 770,, 65, 139,,,,, 1608, 1272, 87,,, 608,,,,,,,,,,,,,
 U14857, 262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14859, 34, 34, 40, 53, 108, 68, 66, 218, 90, 350, 340, 21, 462, 21, 108, 53, 64, 133, 129, 180, 331, 799, 5410, 254, 475, 245, 109, 2013, 814, 432
 U14860, 183, 245, 638, 195, 675, 812, 123, 3516, 155,,, 367,, 581, 1815, 1420, 121,,, 771,,,,, 1775,,,, 1117,
 U14862, 228, 63, 346, 440, 138, 3489, 147, 943, 805, 590, 279, 1203,, 110, 421, 91, 1184,, 1293, 1259,,,, 2592,, 726, 1498,,,
 U14864, 61, 57, 80, 112, 798, 213, 68, 752, 191, 750, 97, 92, 539, 70, 479, 161, 66,, 160, 437,, 366,, 1024, 198, 625, 1445,, 282, 1274
 U14868, 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14869, 153, 64, 56, 34, 42, 40, 64, 102,, 122, 316, 259,, 50, 102, 560, 85,, 409, 302, 1301, 7687,, 258,,, 643,, 174, 1174
 U14870, 67, 181, 98, 181, 1802, 232, 123,, 693, 1141,, 402,, 219, 848, 1484, 126,, 410,,,,, 6390, 368,,,,,
 U14871, 23, 126, 1162, 131,, 567, 576,, 341,,, 166,, 181,, 73, 632,, 307, 300,,,,, 633,,,,,
 U14872, 391, 71, 193, 280, 2661, 1194, 476, 714, 774, 1015, 682, 357, 844, 174, 529, 424, 2871, 1664, 422, 260, 646, 1354, 10372, 1463, 482, 739, 3985, 9952, 700, 4249
 U14873, 134, 132, 571, 90, 517, 1272, 121, 1257,, 1987, 352, 271,, 269, 275, 968, 183,, 333, 225,,,, 1249,,,,, 1460, 79
 U14874, 40, 38, 39, 30,,,,,,,, 25,, 31,,, 126,,,,,,,,,,,,,
 U14876, 97, 327, 431, 131, 1029, 143, 85, 366, 709, 643, 311, 166,, 444, 3293, 589, 85,,, 676,, 3445,, 1062, 1301,, 2305,, 1407, 557
 U14877, 149, 61, 135, 249, 69, 105, 245, 3740, 459,, 429, 58,, 154, 747, 75, 257,, 390,,,,, 533, 108,, 818,, 1445, 1920
 U14879, 35, 28, 62, 46,, 135,,,,,, 18,, 44, 311, 149,, 1205,,,,,,,,,,,,
 U14883, 307,, 79,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14884, 102, 65, 78, 119, 604, 669, 320, 635, 176, 369, 818, 154,, 97, 144, 274, 71, 1064, 468, 2621, 1176, 1238,, 681, 862,, 2112,, 182,
 U14885, 42, 435, 50, 193,, 459, 44,,,,, 53,, 151, 26,, 208,, 322, 185,,,, 288,,,,,,
 U14886, 285, 55, 74, 91,, 241, 451,, 244,,, 133,, 74,, 279, 79,, 331, 373,,,,,,,,,,
 U14887, 84, 33, 44, 53, 49, 104, 98, 312, 87, 379, 866, 16, 183, 23, 145, 133, 63, 781, 128, 59, 299, 295, 1222, 447, 113, 428, 87, 3089, 102, 546
 U14888, 159, 95, 122, 65,, 1856, 451,, 135, 695,, 66,, 153, 531, 312, 92,, 532, 432,, 1391,,, 346,, 376,, 681, 704
 U14889, 108, 151, 91, 230, 1652, 557, 346, 2141, 629,,, 2079, 1973, 125, 116, 747, 182,, 501, 1092,, 888,, 240, 182,, 498,,, 4444
 U14890, 44, 28, 34, 41, 229, 211, 117, 578, 234, 254, 200, 105,, 55, 933, 32, 55,, 598, 218,, 1310,, 772,, 813, 278,, 352,
 U14892, 20, 35, 38, 25, 38, 19, 92,, 598, 92,, 61,, 174, 86, 60, 37, 270, 76, 21,,,, 259,,, 44,, 92, 42
 U14894, 246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14896, 106, 74, 126, 50, 210, 140, 139, 212, 311, 1078, 1773, 93, 387, 94, 294, 700, 105, 190, 925, 335, 617, 300, 762, 561, 245, 467, 824,, 813, 480
 U14897, 615, 37, 80, 117, 251, 546, 239,, 348, 223, 929, 50, 286, 91, 325, 64, 47, 681, 445,,, 417,,, 268,, 391,,, 825
 U14899, 61, 234, 166, 766, 189, 925, 260, 1014, 2434, 551, 891, 105, 1543, 224, 645, 182, 156, 1910, 372, 872, 1194, 957,, 592, 502, 1553, 3326,, 789, 2419
 U14901, 147, 149, 176, 101, 673, 1132, 1399,, 891,,, 20, 696, 130, 1514, 96, 104, 796, 506, 143,,,, 621, 1651,, 467,, 24, 3079
 U14902, 76, 111, 70, 52, 1299, 845, 202,, 966, 560, 996, 51,, 82, 100, 201, 138,, 1272, 182,,,, 928,,, 402,, 471, 675
 U14904, 46, 105, 62, 88, 395,, 1341,, 568,, 258, 148,, 109, 294, 91, 157, 602, 589, 57,,,, 602, 75,,,, 544, 103
 U14905, 92, 200, 245, 82, 289, 236, 295, 349, 802,,, 157, 585, 101,, 68, 148,,,,,,,,,,,,,
 U14906, 49, 60, 102, 187, 248, 126, 698,, 1330,,, 305,, 149, 919, 195, 65,, 208, 320,,,,, 339,,,,, 708
 U14908, 73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14911, 207, 738, 565, 98, 1608, 156, 700,, 330,,, 538, 2130, 626,, 246, 338, 325,, 190,, 174,,, 330, 242, 1396,,,
 U14912, 121, 68, 60, 64, 164, 1159, 1538, 2379, 414, 1778, 422, 42, 686, 83, 484, 127, 60, 1703, 1154, 354, 254, 1186,, 1043, 122, 633, 1149,,, 1016
 U14914, 158, 82, 753, 105, 239, 137, 356,, 296,, 398, 387, 3157, 89, 295, 1120, 96,, 476, 978,,,, 1718, 694,, 612,, 535, 1149
 U14915, 24, 36, 47, 29, 34, 164, 172,, 159,,, 40,, 46, 528, 38, 90,,, 79,,,,, 159,,,,,
 U14917, 382, 101, 136, 74, 49, 401, 126,,,,, 57,, 103, 152, 1179, 186, 1965,,,,,, 324,,,,,,
 U14919, 93, 78, 71, 3692, 266, 408, 297,, 724, 305,, 42,, 70, 1058, 442, 106,, 395, 233, 1004, 641,,, 412,,,,, 341
 U14920, 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14921, 44, 59, 88, 78, 122, 91, 58, 745, 31, 382, 365, 389, 107, 391, 218, 34, 143,, 187, 600,,,,, 26,, 283,,,
 U14922, 428, 47, 59, 102, 105, 300, 616, 1611, 325, 2497,, 131,, 90, 338, 236, 87,, 408, 146,, 648,, 528, 1570,, 154,,,
 U14923, 51, 82, 553, 171, 509, 1299, 520,, 379, 774,, 73,, 174,,, 127,, 84, 396,,,,,,,,,,
 U14924, 45, 72, 130, 53, 439, 186,, 496, 136,,, 69, 276, 64, 164, 120, 154, 172, 231, 214,, 477,, 536, 117,,,, 416,
 U14925, 53, 58, 227, 76, 195, 384, 553, 314, 322,, 404, 140, 422, 102, 671, 62, 82,, 270, 123,, 918,,, 505,, 160,,, 773
 U14926, 34, 64, 34, 172, 1126, 114, 123, 2102, 281, 874, 659, 239,, 60, 945, 252, 202, 1576, 2054, 370, 583, 1171,, 270, 433, 1050, 846,, 593,
 U14927, 183, 127, 215, 62, 233, 113, 869, 526, 489, 598,, 677, 245, 1531, 3746, 13, 233, 4355,, 926,,,, 1756, 291,,,,, 469
 U14930, 29, 230, 90, 137, 154, 51, 226, 1144,,, 1126, 118,, 63, 115, 3499, 202,,,,,,, 2177,,,,, 177,
 U14932, 349, 152, 991, 129, 262, 2190, 560,, 1099,,, 489,, 236, 2319, 139, 362,,,,,,,, 6938,,,,,
 U14933, 178, 64, 193, 93, 313, 73, 289,, 209,,, 52,, 72, 249, 570, 937,,, 762,,,,, 98,,,,,
 U14934, 57, 97, 140, 131, 526, 464, 211, 1024, 556,,, 364, 288, 149, 807, 225, 182, 1908, 215, 329,, 1467,, 1386, 357,, 551,,, 1804
 U14935, 156, 174, 289, 191, 7082, 8550, 203,, 2669, 343, 122, 878,, 206, 319, 286, 84,,,,, 1529,,, 5833,,,,,
 U14936, 157, 65, 60, 81, 196, 133, 156,, 160, 1109,, 76,, 54, 442, 167, 78,, 210, 335,,,, 2111, 628, 169, 1133,,, 677
 U14937, 104, 48, 51, 61, 434, 775, 661,, 127,,, 289,, 32, 199, 87, 81, 87,, 348,,,,,,,,,,
 U14938, 45, 327, 72, 324, 756, 372, 295, 541, 351, 795, 1455, 19, 981, 361, 485, 67, 112,, 282, 2023,,,, 1133, 520,, 520,, 833, 690
 U14939, 66, 167, 120, 50, 67, 636, 432, 508, 375, 375, 458, 113,, 158, 253, 89, 111, 308,, 129,, 362,, 364, 437, 151,,,,
 U14940, 33, 65, 74, 141, 398, 502, 226, 551, 217,,, 71, 369, 315, 868, 462, 90, 2362, 459, 588,, 2115,,, 197, 1063,,,,
 U14941, 2108, 149, 109, 65, 154, 312, 209,, 180,,, 87,, 61,, 51, 114,, 273, 692,,,,, 306,, 181,, 380,
 U14942, 73, 46, 41, 98, 689, 578, 70, 774, 114, 2801,, 33, 611, 781, 2139, 430, 99, 1239, 691, 122,, 738,,, 348,,,,,
 U14943, 47, 93, 79, 107, 227, 212, 175, 282, 214,,, 176,, 79, 379, 136, 116,, 589, 207, 524, 592,, 283, 239,, 431,,,
 U14944, 27, 113, 85, 52, 986, 258, 228, 758, 347,,, 166, 871, 100, 994, 30, 83, 281, 270, 424, 486, 1649,, 697, 289,,,,,
 U14945, 80, 41, 89, 40, 27, 87, 376, 90, 104, 424, 173, 30, 194, 94, 280, 75, 53,, 74, 72,, 249,, 360, 76, 557, 149,, 373, 1301
 U14946, 136, 138,, 55, 387, 898, 232,, 350, 3439,, 141, 915, 87, 427, 279, 72, 1213, 864, 1937,,,, 780, 527,, 1067,, 2517,
 U14947, 41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14948, 23,,, 114, 228,,,, 362,,,,, 102, 578, 377, 57,, 279, 132,,,,, 1399,,,,,
 U14949, 292, 186, 66, 79, 433, 188, 266,, 754, 1078, 225, 367, 777, 211, 1141, 579, 158, 452,, 368, 359,,, 1473, 536, 1068,,,,
 U14950, 78, 82, 102, 66, 1103, 156, 298, 920, 634, 1288,, 328,, 162, 191, 90, 70,, 214, 1348,,,, 967,,,,,,
 U14951, 64,,,,,,,,,, 313,,,, 181,,,,,,,,, 295,,,,,,
 U14952, 13, 28,, 47, 106, 106,,, 114, 537, 442, 28, 468, 55, 267, 43,,, 298, 466, 593,,, 427, 336, 1026,,,, 369
 U14953, 61, 137, 240, 249, 602, 390, 879,, 651,, 945, 330, 627, 429, 984, 529, 121,, 358, 810,,,,, 371,, 271,, 605, 1432
 U14954, 70, 86, 66, 110, 1025, 1237, 1315, 2666, 1718, 1731, 381, 59, 55, 80, 130, 315, 127,,, 1312,,,, 933,,, 718,, 1460,
 U14955, 45, 70, 65, 53, 912, 510, 183,, 153, 1572,, 213, 1181, 71,, 197, 133, 1005, 166, 419,, 1332,, 978, 489,,,,,
 U14960, 137, 78, 139, 652, 613,, 581,, 334,,, 59,, 206, 674, 1124, 80,,, 2945,,,,, 500,,,,,
 U14961, 28, 77, 57, 83, 660, 574, 309,, 215,,, 30, 753, 34, 969, 140, 93, 531, 716, 180,,,, 155, 270,,,, 120, 647
 U14962, 651, 721, 966, 79,, 80, 56, 176,,,, 50,, 245, 534, 33, 482,,, 310,,,,,,, 113,,,
 U14965, 43, 59, 56, 189, 497, 106, 424,, 189, 759,, 29,, 45, 446, 91, 100,, 132, 454, 483,,,, 122,, 965,, 241, 774
 U14966, 57, 61, 126, 41, 591, 401, 601, 415, 341, 774,, 112,, 75,, 298, 87, 1172, 1689, 340,,,, 482, 692, 2734, 243,, 580,
 U14968, 70, 52, 51, 537, 285, 839,, 875, 390,, 340, 342,, 307, 876, 199, 126,,, 379,,,,, 378,,,,,
 U14969, 25, 39, 33, 171, 142,,,,,,,,, 46,,,,,,,,,,,,,,,,
 U14971, 52, 72, 67, 73,, 303, 386,, 710,,, 121,, 68, 203, 308, 82,,, 387,,,,, 537,,,, 144,
 U14972, 574, 245, 185, 522, 406, 167, 1605, 3464, 289, 2987, 86, 129, 5879, 116, 412, 527, 378, 1071, 3597, 3036, 8213,,,,,,,,,
 U14973, 161, 132, 63, 501, 5464, 2274, 646, 1832, 1409,, 524, 309, 179, 203,, 92, 151, 114, 216, 315,,,, 698, 351,, 714,,,
 U14975, 128, 993, 34, 47, 636, 107, 539, 137, 59, 691, 817, 33,,, 133, 723, 542, 1293,, 482, 2447,,, 220, 1304,,,, 1418,
 U14977, 35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U14980, 62, 71, 433, 192, 202, 1208, 1055,, 715,,, 358,, 196,, 785, 89,,, 531, 2025,,, 1383,,, 1291,, 1738,
 U14982, 120, 293, 63, 39, 640, 220, 159,, 351,,, 201,, 82,, 386, 62,,, 320,,,,,,, 447,,,
 U14983, 45, 111, 71, 188, 417, 745, 552, 695, 378,, 601, 207, 2322, 469, 380, 37, 416, 271, 146, 833, 344, 1538,,, 900, 620, 4212,, 1862, 735
 U14984, 64, 221, 491, 213, 671,, 40, 1333, 11,,, 113,, 439,,,,,,,,,,,,,,,,
 U14985, 38, 343, 286, 91, 856, 110, 322, 1684,, 1120,, 319, 459, 163, 962, 25, 243,,, 114,,,,,,,,,,
 U15009, 74, 54, 69, 289, 199, 782, 297, 431, 239,,, 19,, 64, 310, 44, 909,, 253, 104,, 647,, 801, 119,, 846,, 168,
 U15025, 46, 139, 50, 42, 133, 245,,,,,, 93,, 36,,, 51,,,,,,,,,,,,,
 U15076, 126, 72, 59, 54, 945, 426, 275, 1125, 159, 1411, 10, 1413,, 152, 120,, 80,, 25, 1499,, 40,, 3838, 1129,,,, 282,
 U15077, 22, 21, 29, 45, 25, 61, 6,,, 5, 230, 21, 4, 24, 5, 40, 26,,,,,,, 53,,, 116,,, 584
 U15215, 26, 46, 66,,,,,,,,,,, 47,,,,,,,,,,,,,,,,
 U15232, 22,,,,,,,,,,,,,, 241,,,,,,,,,,,,,,,
 U15275, 47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U15351, 136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U15370, 37, 114, 65,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U15384, 69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U15453, 34, 137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U15493, 128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U15615, 125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U15617, 55,, 110,,,,,,,,, 114,,,,,,,,,,,,,,,,,,
 U15677, 95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U15721, 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U15737, 45, 38, 109, 43,,, 238,,,,, 26,, 32,, 79, 48,,,,,,,,,,,,,
 U15767, 14, 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U15825, 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U15832,,, 134,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U15846, 54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U15847, 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U15878, 60, 119, 91,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U15927, 46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U16043, 52, 127, 124, 717, 101, 1638, 131, 928, 4583,,, 267, 561, 228, 1472, 4035, 411,, 3616, 203,,,, 906, 1115,, 952,, 684, 439
 U16074, 19, 97, 52,,,,,,,,,,, 97,,,,,,,,,,,,,,,,
 U16078,,,, 199,,,,,,,,,,,,,,,,,,,,,,,,,,
 U16156, 43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U16209, 46, 168, 42, 106,,, 140,,,,, 187,, 48,, 123, 108,,,,,,,,,,,,,
 U16287, 369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U16290, 306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U16291, 172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U16293, 351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U16297, 210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U16304, 210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U16305, 109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U16310, 42,, 116,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U16317, 99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U16321, 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U16355, 39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U16357, 39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U16374, 51, 223, 30, 58, 200, 169, 741, 167, 626, 212, 1597, 339, 240, 45, 751, 74, 136, 295, 72, 219, 643, 320,, 480, 166, 325, 315,, 196, 394
 U16397, 52, 35, 24, 27,,,,,,,, 112,, 36,,,,,,,,,,,,,,,,
 U16494, 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U16524, 182, 335, 61, 2624,, 439,,,, 917,, 42,, 50,, 909, 152,,,,,,,,,,,,,
 U16541, 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U16555, 165, 109, 57, 81,, 209,,,,,, 42,, 211,, 85, 90,,, 174,,,,,,,,,,
 U16606, 113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U16608, 39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U16655, 24, 130,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U16804, 27, 148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U16825, 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U16865, 76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U16978, 72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U16979, 73, 473,, 163,,,,,,,,,,,,,,,,,,,,,,,,,,
 U16994, 320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U16998, 292, 507,, 109,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17014, 43, 96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17015, 62, 190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17016, 41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17017, 38, 348,, 252,,,,,,,,,, 55, 536,,,,, 1224,,,,,,,,,,
 U17018, 97, 458,, 291,,,,,,,,,, 434, 555,,,,, 1248,,,,,,,,,,
 U17019, 92, 1072, 106,,,,,,,,, 476,, 229, 338,,,,,,,,,,,,,,,
 U17022, 45, 844,,,,,,,,,,,, 109,,,,,,,,,,,,,,,,
 U17025, 184, 692,,,,,,,,,,,, 1575,,,,,,,,,,,,,,,,
 U17026, 165, 637,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17027, 172, 588,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17028, 296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17039, 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17044, 85, 319,,,,,,,,,, 677,,,,,,,,,,,,,,,,,,
 U17045, 76, 165,,,,,,,,,, 10,,,,,,,,,,,,,,,,,,
 U17048, 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17050, 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17056, 189, 88, 73, 100,,,,,,,, 113,, 92,,, 198,,,,,,,,,,,,,
 U17112, 198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17122, 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17123, 70, 463,,,,, 130,,,,, 433,, 408,,,,,,,,,,,,,,,,
 U17126, 787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17127, 121, 1042,,,,,,,,,, 1034,,,,,,,,,,,,,,,,,,
 U17128, 461, 483,,,,, 409,,,,, 1193,,,,,,,,,,,,,,,,,,
 U17131, 107, 239,,,,, 149,,,,, 204,, 409,,,,,,,,,,,,,,,,
 U17132, 334, 276,,,,,,,,,, 67,, 90,,,,,,,,,,,,,,,,
 U17192, 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17193, 262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17229, 40, 54, 39, 27,,,,,,,, 16,, 38,,,,,,,,,,,,,,,,
 U17291, 12,,,,,,,,,,,,,,, 86, 74,,,,,,,,,,,,,
 U17415, 51,,,, 62, 134, 65,, 129,, 1903,, 328,, 385,,,, 426, 137,,,,, 149,, 158,, 576,
 U17416, 17,,,,,,, 148,, 199,,,,,,,,,,,,,, 393,, 708,,,, 294
 U17464, 121, 104,, 81, 128, 287, 511,, 413,,, 155,, 64,, 103,,,, 259,,,,,,,,,,
 U17472, 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17479, 330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17480, 117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17485, 68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17522, 303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17545, 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17547, 59, 562,,,,,,,,,, 1449,,,,,,,,,,,,,,,,,,
 U17548, 262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17583, 86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17592, 92,, 215, 248, 6, 2059, 726, 195, 24, 275,, 114,, 113,, 153,,,,,, 22,,,,,,,,
 U17593, 89, 365, 100, 358, 230,,,,,,, 116,, 88,, 87, 327,,,,,,,,,,,,,
 U17605, 35, 164, 36,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17606, 155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17607, 36, 265, 173,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U17623, 109, 106, 104,, 6, 21, 88,, 221,,,,, 52,,, 198,,,,, 122,,,,,,,,
 U17624, 15,, 278, 353, 8,, 1189,, 256,,, 37,,,,, 1239,,,,,,,,,,,,,
 U17625, 12, 72, 108, 541,, 121, 739, 985, 282,,,,, 33,, 34, 2424,,,,, 630,,,,,,,,
 U17627, 38, 557, 207, 566, 154, 827, 1848, 644, 601, 308,, 112,, 627,, 739, 400,,,,, 168,,,,,,,,
 U17628, 29, 1110, 286,, 5,, 615, 56, 285,,, 316,,,, 279, 206,,,,,,,,,,,,,
 U17629, 49, 252, 101, 509, 16, 14, 1143, 15, 317, 11,, 108,, 70,,, 545,,,,, 192,,,,,,,,
 U17630, 95, 918, 48, 448, 126, 8, 1078, 5, 181,,, 108,, 57,, 359, 336,,,,, 522,,,,,,,,
